imdb_score,budget,content_rating,director_name,director_facebook_likes,actor_3_facebook_likes,actor_3_name,actor_2_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,cast_total_facebook_likes,genres
6.6,40000000.0,0,801,165.0,350.0,2321,956.0,2869,26000.0,1810,27834,14
7.2,42000000.0,0,1041,97.0,839.0,1844,971.0,1417,17000.0,1774,19968,14
7.0,42000000.0,1,384,50.0,427.0,3922,437.0,4322,8000.0,1849,9255,13
7.0,45000000.0,2,1259,91.0,206.0,269,530.0,2824,579.0,790,1817,5
5.9,42000000.0,1,341,29.0,650.0,1154,923.0,4403,22000.0,5040,24534,2
5.4,40000000.0,0,1163,71.0,547.0,3472,558.0,5337,723.0,458,3841,2
6.6,43000000.0,0,1112,176.0,749.0,1441,815.0,3673,975.0,3371,4825,5
7.0,31115000.0,3,127,311.0,595.0,3759,726.0,3017,940.0,2894,2957,2
6.5,42000000.0,3,913,153.0,491.0,5018,828.0,2276,4000.0,3757,6727,5
6.3,42000000.0,1,373,73.0,505.0,184,3000.0,1697,11000.0,3865,15571,1
6.5,42000000.0,1,137,0.0,292.0,187,592.0,1962,12000.0,247,13716,5
6.5,32000000.0,1,477,89.0,395.0,31,537.0,3033,650.0,1154,1651,10
5.8,42000000.0,0,668,119.0,412.0,2630,442.0,5195,468.0,1753,2134,5
6.6,32000000.0,1,647,46.0,275.0,3915,349.0,3500,683.0,2502,2371,10
5.4,42000000.0,1,40,308.0,913.0,5954,2000.0,254,10000.0,271,15369,12
6.1,42000000.0,0,1172,17.0,808.0,5169,9000.0,3199,22000.0,1547,33585,10
4.0,42000000.0,3,1129,5.0,687.0,3617,922.0,5405,5000.0,2660,7723,0
7.6,50000000.0,0,1087,487.0,16.0,4745,43.0,2166,12000.0,3085,12076,10
7.9,31000000.0,1,313,611.0,576.0,351,643.0,5826,5000.0,1683,6229,11
5.3,40000000.0,1,950,30.0,497.0,5160,786.0,2767,922.0,5405,3301,2
6.6,44000000.0,0,1263,133.0,365.0,226,392.0,3813,11000.0,5542,12239,5
6.3,45000000.0,0,1861,19.0,433.0,6109,489.0,6096,624.0,2918,2056,9
7.2,27000000.0,0,408,0.0,52.0,5451,172.0,1643,1000.0,144,1342,14
7.0,41000000.0,0,605,161.0,196.0,2033,418.0,17,1000.0,5772,1954,13
6.9,65000000.0,1,1342,241.0,996.0,2142,3000.0,561,13000.0,438,18761,2
5.2,41000000.0,1,181,4.0,96.0,5776,312.0,477,687.0,465,1134,19
8.1,40000000.0,1,1202,0.0,766.0,3216,3000.0,6103,13000.0,5764,17540,12
6.6,42000000.0,1,138,20.0,54.0,433,81.0,231,107.0,512,362,10
6.2,41000000.0,3,421,64.0,296.0,5745,574.0,5233,734.0,1357,2085,5
7.2,8000000.0,3,46,80.0,225.0,4832,641.0,2888,668.0,4961,2004,14
7.3,40000000.0,0,996,737.0,14000.0,4099,23000.0,4913,34000.0,4254,83012,1
6.7,40000000.0,1,60,98.0,723.0,840,896.0,4660,16000.0,1458,18656,13
6.4,70000000.0,0,1970,78.0,298.0,2581,489.0,4399,984.0,5716,2129,10
7.8,40000000.0,3,1182,0.0,690.0,3844,869.0,4188,1000.0,5992,3660,5
6.4,40000000.0,0,1611,0.0,903.0,4568,11000.0,3865,19000.0,744,32325,10
4.1,40000000.0,0,1329,456.0,716.0,3647,935.0,5181,1000.0,348,4585,13
4.1,38000000.0,3,1093,0.0,2000.0,3248,4000.0,3757,13000.0,365,22935,18
7.4,40000000.0,0,947,541.0,1000.0,1378,11000.0,535,18000.0,6235,31349,10
5.8,40000000.0,3,1706,189.0,597.0,4767,2000.0,1039,3000.0,955,7014,5
7.6,40000000.0,0,1508,532.0,127.0,5884,449.0,2063,480.0,1221,1261,21
7.2,40000000.0,3,1674,545.0,251.0,5929,923.0,2505,15000.0,5520,16751,20
7.8,40000000.0,0,1382,0.0,336.0,1793,575.0,5080,1000.0,2044,2676,7
7.7,40000000.0,1,653,21000.0,81.0,1331,349.0,6098,10000.0,5083,10555,21
6.4,40000000.0,1,479,42.0,49.0,563,50.0,605,97.0,5457,318,5
5.1,45000000.0,1,499,119.0,807.0,1433,869.0,2319,2000.0,1460,5855,5
5.5,40000000.0,0,516,0.0,71.0,4063,157.0,3809,287.0,3919,600,7
7.4,40000000.0,3,1182,0.0,690.0,3844,869.0,4188,1000.0,5992,3986,11
6.0,40000000.0,0,1875,164.0,723.0,840,2000.0,4207,8000.0,1728,12556,5
7.5,40000000.0,0,983,0.0,10000.0,271,12000.0,3465,18000.0,3300,42220,19
7.0,40000000.0,1,1165,0.0,923.0,5886,935.0,266,11000.0,702,13321,2
7.5,40000000.0,1,1342,241.0,898.0,2368,3000.0,5661,11000.0,2794,16911,20
7.3,40000000.0,0,1156,333.0,1000.0,4908,13000.0,2068,22000.0,5040,36810,13
5.7,35000000.0,1,327,101.0,839.0,1844,899.0,1320,13000.0,5068,16179,5
7.3,40000000.0,3,1921,155.0,249.0,2575,984.0,5716,23000.0,5809,24300,11
7.2,35000000.0,1,815,278.0,808.0,268,11000.0,5107,22000.0,1547,36010,13
5.9,40000000.0,1,1704,167.0,655.0,2168,874.0,5214,2000.0,3829,5178,14
7.8,40000000.0,0,1512,0.0,322.0,3573,363.0,896,855.0,5607,2144,6
7.7,40000000.0,1,363,138.0,748.0,4674,876.0,1938,904.0,768,5074,4
8.1,40000000.0,0,853,436.0,175.0,1156,472.0,1301,3000.0,4966,3924,10
6.6,40000000.0,1,1230,38.0,882.0,5841,897.0,5638,2000.0,5493,6775,12
7.1,40000000.0,0,341,29.0,257.0,2573,4000.0,4121,24000.0,466,28928,2
5.9,40000000.0,1,327,101.0,398.0,2339,655.0,2168,700.0,5308,2842,13
8.0,40000000.0,0,1460,0.0,4.0,5641,256.0,4725,433.0,1818,698,10
4.6,40000000.0,1,649,14.0,633.0,172,826.0,5272,17000.0,151,19334,1
6.1,34000000.0,0,1149,563.0,8000.0,1849,11000.0,4327,24000.0,466,43917,5
7.2,65000000.0,1,602,11000.0,465.0,2959,698.0,4216,769.0,2471,2938,13
6.4,20000000.0,1,1524,23.0,651.0,4712,2000.0,2117,2000.0,3825,7009,18
6.0,40000000.0,1,1841,415.0,119.0,1597,971.0,1778,982.0,1188,2357,5
5.2,40000000.0,0,120,160.0,748.0,5971,137000.0,1371,164000.0,1599,303717,7
7.6,40000000.0,1,1088,14000.0,423.0,1837,535.0,1796,15000.0,5520,16944,17
6.4,40000000.0,1,1387,212.0,389.0,2721,563.0,534,578.0,2751,2544,6
6.1,50000000.0,1,773,23.0,418.0,17,593.0,1007,1000.0,4619,2325,5
6.1,40000000.0,1,586,287.0,823.0,4827,835.0,2669,4000.0,2989,8610,14
5.2,40000000.0,0,1137,20.0,968.0,1402,2000.0,6023,2000.0,5599,7039,14
7.7,35000000.0,1,1440,58.0,720.0,3526,1000.0,3068,15000.0,2885,17152,13
7.3,40000000.0,0,750,65.0,638.0,3170,980.0,2910,11000.0,535,13943,10
6.9,30000000.0,1,1769,174.0,767.0,4305,903.0,2124,14000.0,3260,17152,10
8.5,40000000.0,1,365,22000.0,19000.0,744,20000.0,5526,23000.0,4913,63986,12
6.3,42000000.0,0,1307,51.0,465.0,1992,11000.0,2329,18000.0,6235,30571,5
5.9,40000000.0,3,879,7.0,91.0,6071,190.0,4672,3000.0,2759,3361,5
7.8,40000000.0,0,1716,0.0,19.0,2381,78.0,3323,708.0,5224,848,14
6.7,30000000.0,3,647,46.0,162.0,2826,244.0,4385,387.0,3703,1233,10
6.4,40000000.0,0,301,190.0,520.0,1672,1000.0,1471,2000.0,2146,4243,14
5.9,40000000.0,3,600,425.0,204.0,709,568.0,1650,954.0,3998,2179,5
6.6,40000000.0,1,242,192.0,501.0,6014,534.0,4757,40000.0,1619,41293,10
6.8,40000000.0,3,1502,18.0,211.0,3664,426.0,1273,18000.0,3300,18693,19
6.5,43000000.0,1,145,34.0,280.0,2757,351.0,1473,545.0,2375,1274,10
6.6,25000000.0,3,441,54.0,988.0,4079,2000.0,1112,3000.0,2031,9069,5
5.8,40000000.0,1,1733,10.0,681.0,2341,689.0,1285,1000.0,6022,4298,5
6.9,40000000.0,0,1603,16000.0,235.0,766,413.0,1865,880.0,5540,2281,16
7.1,40000000.0,1,983,0.0,913.0,5954,936.0,2609,13000.0,2068,16762,1
5.8,40000000.0,0,1629,326.0,416.0,2265,534.0,4757,21000.0,2413,22318,12
7.2,36000000.0,0,1088,14000.0,11000.0,535,11000.0,3865,12000.0,3465,37570,17
6.0,40000000.0,1,575,323.0,0.0,4643,47.0,2640,472.0,4418,519,11
4.7,40000000.0,0,805,25.0,473.0,3900,741.0,382,1000.0,5044,4324,7
5.2,40000000.0,3,1664,80.0,287.0,3125,450.0,1883,3000.0,5697,4634,5
5.5,40000000.0,1,1352,643.0,586.0,2464,1000.0,5044,24000.0,466,26938,2
7.0,40000000.0,0,1695,99.0,57.0,73,61.0,2535,176.0,2345,390,11
5.8,40000000.0,1,60,98.0,78.0,1881,358.0,5492,405.0,2508,1070,13
6.2,40000000.0,0,516,0.0,687.0,46,741.0,5183,2000.0,4207,4486,12
6.5,40000000.0,0,947,541.0,173.0,2515,638.0,1665,12000.0,3085,12970,10
7.2,38000000.0,0,1460,0.0,552.0,4950,576.0,1580,720.0,3526,3044,16
5.1,40000000.0,0,305,52.0,214.0,2925,392.0,3813,683.0,1175,1488,5
4.7,60000000.0,1,1187,0.0,235.0,2687,258.0,1503,374.0,5152,1238,5
5.9,40000000.0,0,1518,77.0,495.0,6148,682.0,4637,703.0,1606,3074,7
5.8,40000000.0,1,934,6.0,584.0,4213,683.0,2440,711.0,2128,2913,2
7.2,40000000.0,1,346,75.0,754.0,192,3000.0,6103,18000.0,6235,23920,13
6.2,30000000.0,1,327,101.0,223.0,5694,299.0,897,787.0,773,1827,20
5.7,40000000.0,1,557,65.0,490.0,2488,613.0,2938,1000.0,4619,3239,5
6.1,40000000.0,0,338,3000.0,3000.0,279,9000.0,3199,14000.0,3260,28927,9
6.0,25000000.0,1,1116,85.0,510.0,865,595.0,4354,924.0,3459,2711,1
6.9,40000000.0,1,210,335.0,64.0,1358,467.0,3394,15000.0,5520,15595,13
6.5,40000000.0,1,384,50.0,58.0,345,117.0,5276,293.0,2916,621,5
5.0,40000000.0,0,958,260.0,441.0,3899,1000.0,4823,1000.0,1201,3969,13
5.7,40000000.0,0,397,18.0,249.0,3396,1000.0,5546,2000.0,2844,3753,14
7.0,40000000.0,1,785,0.0,715.0,30,1000.0,5330,3000.0,4966,5917,2
5.1,40000000.0,0,1914,55.0,294.0,2013,941.0,3420,3000.0,561,4565,1
5.3,40000000.0,1,969,39.0,210.0,4010,322.0,5325,607.0,2285,1335,5
4.4,40000000.0,1,438,287.0,44.0,4267,368.0,858,10000.0,4038,10469,7
4.7,40000000.0,1,1754,0.0,327.0,3392,931.0,5259,964.0,5192,2888,11
6.7,35000000.0,1,1214,56.0,19000.0,1632,19000.0,744,20000.0,3925,77823,17
6.7,40000000.0,1,1177,7.0,903.0,2124,9000.0,3199,18000.0,3300,29484,13
5.7,40000000.0,0,1830,81.0,135.0,4416,253.0,5592,327.0,3392,960,10
7.4,500000.0,0,1253,17000.0,354.0,390,926.0,5112,22000.0,1547,23737,1
6.1,40000000.0,1,1674,545.0,353.0,4388,754.0,5669,783.0,3080,3126,5
6.4,40000000.0,1,1199,118.0,674.0,5770,738.0,4310,877.0,521,3432,14
6.2,40000000.0,2,427,7.0,795.0,1381,908.0,3369,10000.0,271,14275,11
6.2,60000000.0,0,1734,105.0,616.0,888,11000.0,5542,22000.0,1547,34377,12
5.9,60000000.0,1,558,34.0,685.0,2489,886.0,3155,978.0,3929,3821,13
4.0,40000000.0,1,751,33.0,1000.0,61,1000.0,6119,1000.0,4047,5039,1
6.2,40000000.0,0,1997,17.0,889.0,5686,940.0,2894,14000.0,386,17877,13
4.6,45000000.0,0,1290,719.0,683.0,2502,893.0,4455,16000.0,2620,18913,13
6.4,40000000.0,1,962,0.0,826.0,1194,887.0,4556,4000.0,2989,7243,21
5.9,40000000.0,0,93,58.0,497.0,2179,975.0,3371,12000.0,3085,14008,10
5.1,40000000.0,0,1872,19.0,351.0,2097,530.0,2824,13000.0,365,14463,13
7.6,45000000.0,1,1650,171.0,284.0,2683,382.0,4441,6000.0,4955,7099,13
4.2,51000000.0,1,279,124.0,572.0,5650,631.0,2153,636.0,838,3374,5
7.8,40000000.0,3,911,0.0,563.0,3016,11000.0,702,13000.0,5068,24770,5
5.8,40000000.0,1,1152,65.0,311.0,4969,944.0,120,11000.0,2059,12566,2
5.9,40000000.0,1,1471,0.0,402.0,2835,658.0,4699,782.0,3648,2125,5
8.4,77000000.0,0,408,0.0,54.0,3835,326.0,222,326.0,5959,809,2
4.8,30000000.0,3,1821,29.0,762.0,1711,799.0,497,976.0,4463,3974,18
6.2,60000000.0,0,1297,14.0,624.0,5711,826.0,5272,865.0,3182,3639,2
6.5,40000000.0,3,479,42.0,171.0,4514,596.0,5796,875.0,2258,1702,13
6.3,40000000.0,1,1867,22.0,613.0,4048,642.0,127,2000.0,3248,4327,13
3.3,42000000.0,0,89,37.0,595.0,2878,886.0,1959,2000.0,1310,4262,7
5.9,40000000.0,1,780,80.0,835.0,2676,4000.0,3757,14000.0,834,20503,14
6.0,40000000.0,1,1425,118.0,287.0,2784,1000.0,1443,11000.0,5391,12876,0
5.8,40000000.0,1,1393,0.0,500.0,2483,627.0,2537,1000.0,3877,3096,5
4.7,36000000.0,3,957,5.0,249.0,3396,372.0,3971,521.0,1733,1883,13
4.1,24000000.0,0,1801,7.0,485.0,224,577.0,4692,2000.0,5599,4024,14
6.8,33000000.0,0,1467,22.0,61.0,1513,2000.0,5493,12000.0,1163,14127,14
6.2,40000000.0,0,1871,39.0,259.0,691,1000.0,5772,1000.0,337,2664,0
4.5,40000000.0,1,397,18.0,443.0,6188,545.0,4414,3000.0,561,4123,14
5.8,40000000.0,1,345,8.0,219.0,767,248.0,3287,545.0,4414,1149,5
7.3,26000000.0,0,61,0.0,167.0,91,372.0,6101,11000.0,4538,11623,11
5.9,40000000.0,1,1265,48.0,39.0,2215,46.0,4260,61.0,3116,222,5
4.4,40000000.0,3,379,0.0,379.0,900,754.0,39,795.0,1381,2449,11
5.8,40000000.0,0,1395,180.0,87.0,509,535.0,1796,1000.0,6163,1686,13
5.1,40000000.0,3,1208,13.0,173.0,2941,460.0,5965,15000.0,927,15638,14
6.9,20000000.0,1,942,154.0,502.0,5551,617.0,6202,884.0,2656,2288,12
6.2,20000000.0,1,145,34.0,472.0,4418,922.0,5405,11000.0,2059,13821,5
6.9,25000000.0,0,723,47.0,2.0,514,3.0,1046,499.0,4557,504,6
7.3,30000000.0,3,1551,0.0,385.0,3061,970.0,4968,1000.0,5202,2612,19
7.1,40000000.0,0,1173,31.0,483.0,4689,755.0,5483,5000.0,1683,6267,6
6.0,25000000.0,0,83,44.0,533.0,4862,580.0,2519,1000.0,6119,2115,17
7.0,39200000.0,0,1608,584.0,398.0,1688,557.0,137,11000.0,4538,12286,10
6.8,25000000.0,3,1764,10.0,541.0,2913,559.0,3102,1000.0,2102,3243,5
7.6,23000000.0,0,594,295.0,380.0,3227,581.0,5455,720.0,3526,2630,19
7.1,39000000.0,1,464,124.0,100.0,770,142.0,4972,152.0,2908,568,19
6.7,38000000.0,1,1886,357.0,4000.0,5242,14000.0,3822,23000.0,5809,45327,10
7.0,39000000.0,3,1485,13000.0,787.0,2970,925.0,2587,940.0,2894,4774,0
8.0,40000000.0,1,1527,0.0,279.0,4409,505.0,10,2000.0,2270,2853,11
5.3,39000000.0,1,165,534.0,511.0,4644,534.0,4757,865.0,3182,2972,21
4.9,39000000.0,3,107,44.0,420.0,5946,542.0,4098,593.0,6076,2329,5
6.4,40000000.0,1,1205,88.0,785.0,1022,13000.0,365,22000.0,1547,36009,20
7.4,553632000.0,0,1081,610.0,478.0,2248,643.0,5826,755.0,5483,2172,6
6.1,38000000.0,1,1362,72.0,559.0,1459,935.0,266,982.0,5791,4251,2
6.5,38000000.0,0,790,126.0,954.0,3854,957.0,1179,18000.0,3885,22436,2
5.7,39000000.0,3,1930,36.0,275.0,1966,516.0,1647,592.0,1962,2176,5
5.1,38000000.0,3,1093,0.0,1000.0,6068,2000.0,3248,12000.0,2567,18291,0
6.6,35000000.0,3,1673,18.0,906.0,428,946.0,2040,1000.0,3890,6427,14
6.5,38600000.0,1,96,0.0,7.0,2954,290.0,277,643.0,5826,943,13
6.9,38000000.0,1,12,508.0,1000.0,3068,11000.0,2329,21000.0,3186,36062,13
7.6,38000000.0,0,337,278.0,494.0,181,584.0,4213,18000.0,3154,20516,20
5.6,38000000.0,1,834,150.0,789.0,1486,919.0,6170,970.0,4968,3770,1
6.2,35000000.0,1,1747,7.0,692.0,6066,754.0,39,931.0,6215,2912,2
4.4,30000000.0,3,914,99.0,377.0,1341,557.0,731,598.0,74,3552,1
5.6,38000000.0,0,1794,43.0,280.0,6035,285.0,5496,308.0,1091,1440,13
5.5,38000000.0,3,474,11.0,466.0,3097,543.0,1876,854.0,4842,2765,13
6.7,38000000.0,0,475,2000.0,541.0,331,903.0,2124,40000.0,1619,42344,12
6.1,38000000.0,0,834,150.0,182.0,6198,210.0,2995,24000.0,466,24547,1
6.2,57000000.0,0,1152,65.0,108.0,2320,316.0,5458,628.0,3147,1265,13
7.3,10000000.0,0,304,304.0,736.0,6113,906.0,2633,940.0,5758,3277,13
6.6,38000000.0,1,1032,0.0,982.0,5791,1000.0,639,12000.0,247,16237,13
8.2,15000000.0,0,1471,0.0,145.0,882,163.0,481,957.0,5875,1757,7
6.4,38000000.0,0,1059,123.0,904.0,768,924.0,5885,14000.0,3822,17551,10
6.4,37000000.0,0,1885,11.0,12.0,4410,12.0,2327,37.0,5833,74,10
5.2,38000000.0,1,1051,49.0,427.0,3015,569.0,5732,1000.0,1748,2120,13
6.5,55000000.0,3,1169,27.0,260.0,2173,2000.0,2223,13000.0,5068,15494,11
7.1,32000000.0,0,1046,0.0,15.0,3088,18.0,2407,378.0,4676,427,13
4.8,38000000.0,0,1671,2.0,217.0,5240,476.0,6185,4000.0,5802,4900,11
7.3,40000000.0,3,1871,39.0,534.0,4757,898.0,2368,2000.0,5493,5162,13
5.2,38000000.0,1,890,5.0,724.0,2429,1000.0,2559,17000.0,151,19974,14
7.7,35000000.0,1,1356,0.0,531.0,2271,597.0,2803,13000.0,365,15106,20
7.6,37000000.0,0,808,0.0,206.0,2451,4000.0,4609,10000.0,2677,14296,13
5.7,40000000.0,1,33,52.0,651.0,4712,2000.0,5493,10000.0,5437,13396,13
7.0,37000000.0,0,767,1000.0,681.0,2341,11000.0,4327,24000.0,466,36093,13
6.0,37000000.0,3,1607,3.0,35.0,4582,82.0,4585,18000.0,3885,18178,11
8.1,38000000.0,0,1797,2000.0,471.0,3674,10000.0,5625,26000.0,2964,37206,14
8.0,37000000.0,0,1046,0.0,272.0,5327,625.0,28,786.0,3265,1906,13
5.6,37000000.0,0,27,0.0,574.0,5233,642.0,2269,13000.0,5764,14483,5
6.1,38000000.0,0,217,11.0,591.0,969,756.0,427,2000.0,4207,4882,5
6.9,37000000.0,3,1699,188.0,631.0,4480,680.0,3787,11000.0,3865,14209,18
5.2,37000000.0,1,40,308.0,10000.0,5437,12000.0,3892,17000.0,6250,44060,2
7.0,36000000.0,1,1841,415.0,644.0,5938,669.0,2315,18000.0,3154,20970,1
6.3,65000000.0,1,1640,10.0,405.0,1646,744.0,3955,789.0,4830,2986,14
7.0,37000000.0,0,1234,43.0,651.0,4712,707.0,2619,740.0,2516,3425,1
6.9,36000000.0,0,1255,84.0,263.0,4993,284.0,48,551.0,4950,1874,1
6.2,36000000.0,3,736,883.0,133.0,3686,172.0,4166,180.0,5918,762,14
6.4,36000000.0,0,746,38.0,318.0,4792,390.0,5803,496.0,248,1272,0
6.4,36000000.0,3,1699,188.0,631.0,4480,641.0,992,11000.0,3865,13904,18
5.7,34000000.0,0,438,287.0,475.0,6178,1000.0,3068,9000.0,3199,10838,13
6.1,36000000.0,0,991,473.0,582.0,1645,919.0,6170,14000.0,3822,16611,10
5.4,37000000.0,1,244,488.0,13000.0,5068,14000.0,4099,15000.0,63,44037,2
6.7,36000000.0,1,961,0.0,723.0,840,912.0,5954,2000.0,3248,3968,17
6.8,36000000.0,1,1745,96.0,577.0,4692,602.0,1071,746.0,1101,2393,12
6.0,37000000.0,1,442,101.0,2000.0,2223,3000.0,2858,12000.0,3465,19904,12
7.8,36000000.0,1,1087,487.0,263.0,2108,485.0,224,685.0,2026,1942,13
5.3,36000000.0,0,1969,31.0,450.0,1883,886.0,3155,944.0,120,2928,21
4.5,37000000.0,2,775,16.0,387.0,4711,521.0,5349,541.0,1160,2268,5
5.4,35200000.0,1,1689,0.0,642.0,2269,812.0,1954,1000.0,6157,4537,5
7.8,35000000.0,0,778,480.0,706.0,3824,839.0,1844,14000.0,4099,17623,5
7.2,36000000.0,1,935,25.0,51.0,4533,79.0,2809,461.0,2402,615,14
6.6,33000000.0,1,1573,116.0,481.0,1724,645.0,5724,45000.0,753,47203,1
7.6,35000000.0,1,1485,13000.0,488.0,2695,549.0,6161,920.0,4988,2725,11
5.9,36000000.0,1,1600,596.0,785.0,2552,794.0,1828,877.0,521,3497,21
6.7,35000000.0,0,347,503.0,94.0,3863,277.0,4800,808.0,268,1446,10
7.7,29000000.0,1,1221,102.0,624.0,5854,734.0,2174,768.0,1041,3389,13
5.4,35000000.0,3,1093,0.0,640.0,1410,843.0,4371,2000.0,3248,4499,11
6.9,35000000.0,0,1975,91.0,64.0,5443,464.0,1992,18000.0,6235,18669,1
7.7,38000000.0,1,767,1000.0,538.0,1799,12000.0,247,13000.0,2068,25964,11
6.8,35000000.0,1,421,64.0,505.0,1792,11000.0,5107,11000.0,702,23923,5
6.4,35000000.0,3,407,338.0,643.0,2305,664.0,1662,12000.0,1961,16007,11
5.7,35000000.0,0,1975,91.0,680.0,5263,904.0,2821,4000.0,4121,5826,5
7.3,35000000.0,0,1253,17000.0,387.0,3703,1000.0,1732,22000.0,1547,24006,10
6.8,35000000.0,1,790,126.0,1000.0,4509,5000.0,1103,18000.0,6235,25661,10
6.3,35000000.0,0,1761,0.0,213.0,1097,392.0,3813,492.0,4874,1450,5
5.9,35000000.0,1,1223,8.0,278.0,1681,358.0,4381,1000.0,6157,2689,5
7.4,27000000.0,0,1156,333.0,362.0,1174,1000.0,2526,14000.0,1521,15912,2
8.3,35000000.0,0,605,161.0,210.0,2995,398.0,388,18000.0,6235,19129,13
6.2,35000000.0,3,1748,31.0,591.0,969,742.0,3404,947.0,2511,2968,0
6.3,35000000.0,1,87,0.0,945.0,3082,957.0,5875,19000.0,4713,23504,5
5.8,35000000.0,0,1610,79.0,25.0,4483,759.0,2572,900.0,5894,1715,10
7.5,1800000.0,0,516,0.0,574.0,4311,852.0,3319,40000.0,1619,42918,7
6.3,33000000.0,0,1981,763.0,311.0,4969,551.0,915,812.0,1954,2474,0
6.4,35000000.0,1,238,130.0,80.0,6060,130.0,5726,29000.0,5780,29265,11
7.2,35000000.0,3,238,130.0,426.0,1273,638.0,1303,826.0,4147,2259,21
6.3,34000000.0,3,1609,14.0,691.0,1915,4000.0,2999,11000.0,4538,16571,3
6.9,35000000.0,3,1543,19.0,568.0,1650,762.0,1711,1000.0,1879,4231,21
6.6,35000000.0,0,1680,87.0,923.0,4403,3000.0,2804,15000.0,5955,20956,2
6.0,35000000.0,0,1210,89.0,190.0,3106,329.0,5800,17000.0,151,17860,5
7.5,35000000.0,1,1221,102.0,825.0,3661,2000.0,2439,15000.0,5520,19809,17
7.7,33000000.0,1,1631,0.0,318.0,5805,848.0,4061,18000.0,3154,20143,2
6.2,35000000.0,0,1761,0.0,120.0,4497,130.0,2564,529.0,4809,1050,5
5.4,35000000.0,3,79,12.0,931.0,2210,1000.0,6157,49000.0,3356,53370,18
6.6,35000000.0,0,1319,148.0,227.0,2277,593.0,5982,978.0,2431,2184,19
5.3,35000000.0,1,479,42.0,766.0,4647,838.0,6199,49000.0,3356,52566,2
5.6,33000000.0,1,1878,221.0,553.0,3321,970.0,6231,11000.0,1898,13125,2
5.9,30000000.0,1,50,30.0,664.0,551,940.0,34,944.0,120,4879,2
7.8,35000000.0,0,1299,179.0,646.0,5938,14000.0,386,40000.0,1619,56014,21
6.7,33000000.0,0,1098,545.0,766.0,4764,2000.0,1995,14000.0,2024,17902,0
7.4,10700000.0,3,1,365.0,723.0,840,770.0,2985,887.0,3593,3876,7
6.2,35000000.0,0,767,1000.0,939.0,4163,15000.0,5520,24000.0,466,41701,1
5.4,35000000.0,1,1387,212.0,248.0,4666,552.0,4916,15000.0,5955,16249,12
6.7,40000000.0,1,1087,487.0,3000.0,2804,10000.0,5625,20000.0,2786,34011,10
5.3,35000000.0,1,583,16.0,584.0,4419,700.0,3836,1000.0,5704,3356,5
5.9,35000000.0,1,847,42.0,196.0,3414,826.0,1999,969.0,4366,2371,5
4.8,50000000.0,1,1597,19.0,447.0,3954,691.0,3435,1000.0,1385,2643,5
3.8,35000000.0,1,291,133.0,690.0,307,1000.0,1076,2000.0,414,5443,11
8.5,35000000.0,0,475,2000.0,95.0,3591,338.0,4669,396.0,3642,1075,6
6.8,35000000.0,0,455,117.0,140.0,5260,1000.0,3020,40000.0,1619,41636,7
6.8,30000000.0,3,40,308.0,206.0,4275,224.0,2806,446.0,803,966,19
5.3,30000000.0,0,1769,174.0,324.0,5899,716.0,5208,730.0,77,2178,7
7.3,27000000.0,0,250,0.0,23.0,2595,8000.0,1849,20000.0,3925,28027,13
6.6,35000000.0,0,1603,16000.0,363.0,1663,6000.0,4955,29000.0,5780,36258,13
6.2,35000000.0,0,111,192.0,844.0,3550,915.0,5110,1000.0,3020,3185,7
5.2,35000000.0,0,1555,48.0,531.0,3328,541.0,331,775.0,3982,3001,19
6.2,35000000.0,0,1830,81.0,636.0,3108,683.0,2502,2000.0,2270,4722,14
6.2,35000000.0,0,113,40.0,398.0,4318,648.0,558,2000.0,254,3612,13
6.6,35000000.0,1,205,37.0,480.0,2682,874.0,3298,3000.0,2759,5709,13
6.4,20000000.0,3,1517,24.0,455.0,5581,488.0,2695,591.0,704,2603,11
6.2,35000000.0,1,27,0.0,769.0,1182,854.0,1149,939.0,4163,3592,5
5.1,35000000.0,1,1886,357.0,374.0,4652,445.0,2789,907.0,569,2471,14
6.6,30000000.0,0,1603,16000.0,229.0,2940,461.0,4319,18000.0,6235,19689,10
6.1,19000000.0,0,1162,8.0,558.0,2513,1000.0,1117,22000.0,1547,24154,14
6.1,35000000.0,3,675,24.0,167.0,3334,175.0,245,287.0,2784,855,18
6.6,35000000.0,0,1393,0.0,210.0,2995,263.0,4993,436.0,3029,1394,21
5.9,30000000.0,1,1677,251.0,296.0,489,716.0,3647,826.0,214,2351,12
6.3,35000000.0,3,863,13.0,973.0,3031,1000.0,3284,11000.0,5107,17292,19
7.1,35000000.0,1,109,15.0,745.0,2543,979.0,3316,10000.0,3737,13371,13
5.0,35000000.0,1,529,309.0,63.0,2060,73.0,2605,327.0,1214,561,12
5.6,35000000.0,2,1568,2.0,72.0,4080,766.0,3216,1000.0,1235,1908,18
7.4,55000000.0,0,605,161.0,549.0,579,826.0,1194,21000.0,2413,22974,13
4.5,35000000.0,1,1291,82.0,418.0,3837,642.0,2269,1000.0,1169,3266,14
6.2,35000000.0,0,862,90.0,344.0,5951,412.0,1082,1000.0,490,2073,10
5.0,35000000.0,1,516,0.0,520.0,1672,573.0,4077,1000.0,467,2535,5
6.5,35000000.0,1,242,192.0,346.0,4337,1000.0,1749,23000.0,1510,24669,10
5.1,35000000.0,1,60,98.0,253.0,4454,328.0,100,472.0,3466,1679,14
